t,rs0,rs1,rs2,rs3,rs4,rs5,rs6,rs7,rs8,rs9,rs10,rs11,rs12,rs13,rs14,sg0,sg1,sg2,sg3,sg4
0.0843294,42.4286,8.22962,22.5671,18.2539,58.3711,45.1525,43.9924,67.9028,27.7067,17.0413,18.827,10.3711,40.4413,24.7423,12.6798,0,497,0,0,0
0.184326,42.804,10.1422,26.0319,18.3543,60.7598,42.7297,44.1225,69.1299,30.5412,16.9785,20.9978,9.72165,41.9493,23.6047,14.5638,0,511,0,0,0
0.284412,43.1281,10.1611,25.4615,21.3375,48.3581,34.3425,46.5876,75.3187,31.3731,19.3814,19.3162,7.54088,43.2942,21.1724,13.0257,2,0,0,0,0
0.384305,50.4515,13.359,21.3313,18.1238,22.8848,12.6712,6.58818,62.975,94.2975,20.0992,19.0143,7.89888,39.5173,22.7014,12.1923,0,518,0,0,0
0.48435,45.2927,13.413,14.1974,11.5278,13.3182,102.901,7.56735,11.5852,1.67276,19.0794,17.3909,4.71117,35.7379,20.4827,7.92118,0,518,0,0,0
0.584341,45.9079,12.0707,11.4326,10.8017,7.74405,2.7684,3.66954,12.6293,1.3433,18.1403,16.427,2.04671,34.3898,20.7684,3.63545,0,516,0,0,0
0.684349,48.9637,12.4054,18.4858,10.7634,6.93622,3.51678,4.3007,11.732,3.90464,19.7843,17.4585,3.50963,34.2854,18.7305,6.80204,0,512,0,0,0
0.784344,48.4686,14.4622,20.122,10.4847,8.06906,3.2051,1.03712,14.0006,4.36149,17.102,17.9918,4.50886,32.5827,26.6973,13.3932,0,510,0,0,0
0.884325,48.7873,13.5458,19.4535,9.4306,9.22482,3.20013,4.75611,12.6945,4.54327,19.6388,19.6845,6.58728,36.4802,17.8894,8.71926,0,507,0,0,0
0.984341,42.8255,16.6112,20.2434,7.3687,8.52339,2.84991,6.48556,11.6829,3.65605,17.8471,17.8757,3.82143,33.2234,22.9536,10.0211,0,507,0,0,0
1.08433,48.6413,12.7591,19.7196,11.0457,8.95613,6.84417,3.05885,13.718,4.00128,19.458,15.8749,5.89383,33.2459,20.304,3.87923,0,0,0,0,0
1.18434,49.607,9.96502,18.9403,9.95926,9.56636,3.8168,1.80744,16.0378,5.58925,16.79,19.9419,6.86275,32.6356,24.3439,8.59319,0,501,0,0,0
1.28435,47.7775,16.6404,21.4276,10.6182,11.1278,4.35316,4.10914,14.906,7.71259,19.4388,18.9611,6.85514,31.8225,20.9327,7.54019,0,0,0,0,0
1.38432,49.5489,13.4492,22.8231,11.4929,11.3372,5.82313,4.00454,12.2698,4.67646,15.767,21.0721,4.13017,32.477,21.6831,6.76595,0,489,0,0,0
1.48434,47.9482,13.0326,24.2329,12.1877,11.8342,6.34073,4.04005,12.9891,6.72626,16.5201,20.2697,7.48309,31.6854,21.6731,3.12328,0,0,0,0,0
1.58433,46.3084,10.0785,20.7386,16.4354,8.63749,4.34068,3.1912,15.0042,7.26701,18.9291,18.4222,4.77094,32.4746,20.8831,3.68791,0,472,0,0,0
1.68436,43.6696,8.89849,17.3669,14.0474,21.9218,7.4779,8.08794,9.9347,3.38801,18.3601,19.4117,7.37949,33.7009,20.9069,6.56646,0,0,0,0,0
1.78435,45.9087,13.117,20.3997,16.3245,29.0909,11.2865,5.27499,115.587,170.635,18.185,19.7774,5.53255,33.1119,24.4303,8.04839,0,465,0,0,0
1.88433,42.6753,12.3887,15.6655,15.7519,39.767,25.6606,40.9869,77.0939,170.594,19.6291,17.9864,7.25784,34.507,19.8819,3.54298,465,0,0,0,0
1.98435,48.5579,11.558,15.7501,19.8785,44.3273,33.0315,41.7852,76.122,170.294,18.8363,21.8213,4.68937,37.8193,24.5415,6.38566,0,458,0,0,0
2.08435,41.186,12.029,18.9335,15.3389,49.3984,35.0296,45.6473,77.0791,36.1815,17.4957,23.0783,5.66511,38.3889,20.0928,12.9368,0,456,0,0,0
2.18438,41.9212,11.601,16.8912,15.4841,58.3159,37.5683,47.3256,77.9286,31.7321,17.5806,21.2482,5.98838,36.7767,20.2795,10.5742,0,454,0,0,0
2.28435,43.6669,12.8522,24.7991,15.4513,59.4525,39.3883,49.4159,80.8657,35.5749,19.4895,20.6513,5.71217,37.6793,17.4957,3.29886,0,457,0,0,0
2.38433,41.4455,10.7855,20.3035,15.4816,61.0684,41.7881,44.7056,75.593,35.8658,18.7323,21.9442,11.2081,37.447,23.904,6.8132,0,454,0,0,0
2.48437,42.5919,8.66165,20.818,15.022,63.9264,48.3143,47.9802,77.8973,38.3787,18.5208,21.7547,6.04272,37.0621,23.3159,5.11167,0,454,0,0,0
2.58437,42.8115,10.2535,20.739,16.2229,62.9892,44.9703,47.0073,76.0653,35.7902,18.5499,23.3154,7.6249,36.3449,22.2346,9.29799,0,459,0,0,0
2.68438,42.3969,10.5368,21.9397,15.9819,62.5244,41.4571,44.582,74.4748,35.451,18.2097,23.3372,7.71586,36.1864,21.9845,9.11085,0,463,0,0,0
2.7844,43.5096,12.8952,23.7294,16.5341,64.917,41.6584,47.6615,76.8873,38.3033,19.0366,22.3073,8.03607,34.1256,17.7496,5.44013,0,472,0,0,0
2.88436,45.9,11.8013,19.986,19.8673,58.9376,42.1893,45.9112,73.6178,35.5509,20.2984,21.6553,10.6503,34.5025,17.8142,6.67745,0,479,0,0,0
2.98437,42.4462,13.6063,21.2373,17.122,57.7674,37.5022,47.7814,77.7362,36.5321,18.2039,21.8617,8.09975,34.5107,25.3198,12.3962,0,490,0,0,0
3.08437,43.8044,4.85192,19.5353,14.0092,58.7469,41.6021,44.81,75.8477,36.596,17.8708,21.9239,6.83929,36.5204,18.8805,2.37447,0,495,0,0,0
