t,rs0,rs1,rs2,rs3,rs4,rs5,rs6,rs7,rs8,rs9,rs10,rs11,rs12,rs13,rs14,sg0,sg1,sg2,sg3,sg4
0.0643263,32.9344,7.92508,9.24367,12.7198,22.9117,7.4389,4.98386,27.7613,33.9268,12.7567,15.6185,5.87422,10.969,10.9801,3.12543,503,415,385,418,413
0.164079,30.5343,8.91294,7.90236,14.4519,24.784,10.0255,5.94747,19.9685,12.9194,13.2846,12.5536,3.07322,12.1142,10.1229,3.31187,504,414,386,413,415
0.264095,32.4921,8.9139,8.68552,14.7693,27.094,13.7246,3.97068,30.5079,38.8969,12.7186,12.77,5.71273,11.1843,13.1079,4.43546,505,415,386,415,411
0.364098,31.1073,7.10918,9.56651,13.0284,20.9901,11.7398,6.80579,22.6339,18.1134,12.8746,13.6588,3.57171,9.89929,8.27445,2.37155,504,412,387,413,414
0.464105,31.7163,9.76701,9.95202,13.5029,24.2731,12.899,8.19256,31.7787,38.0662,12.4945,12.1723,7.29484,11.5892,11.6382,3.13146,500,416,389,415,413
0.564152,31.7141,10.4418,6.94636,12.41,25.87,12.3491,6.43551,29.8934,35.2183,13.1001,12.5755,7.29894,10.6991,12.6276,2.31515,504,412,390,412,415
0.664091,31.8446,7.24077,6.46657,12.6201,26.2247,10.3737,5.85462,22.7249,23.0302,13.3974,10.2136,7.25846,10.5392,10.4162,4.59412,504,394,388,417,415
0.764132,31.132,8.82462,9.41686,12.1479,24.7497,12.0778,7.96031,31.253,33.0569,13.4596,10.9835,3.07235,10.4452,12.1021,7.56304,506,374,388,416,418
0.864133,29.397,10.3574,5.68837,13.6327,26.3583,10.1085,6.71921,25.617,24.5944,11.4401,11.3325,3.07423,11.2157,10.3191,4.11027,506,364,388,419,414
0.964131,29.5254,9.54935,7.31498,15.3864,33.0565,14.0284,5.86611,62.1361,86.3512,11.8834,12.2202,4.05363,12.011,10.1965,2.99894,503,370,384,417,414
1.0642,31.8694,9.57928,8.65707,8.40034,68.9101,49.593,32.0098,58.9646,29.7071,14.0416,12.8845,3.32118,10.5956,9.66015,2.92206,503,369,384,415,419
1.16411,33.4274,9.92399,13.4347,10.0605,80.926,97.0257,35.7989,66.1665,33.5031,14.3957,13.9864,4.60144,10.2214,9.78473,2.79934,502,367,386,417,413
1.26415,31.6331,10.1601,11.2804,12.7038,64.78,84.7972,33.9098,64.0349,32.751,14.5577,14.5617,3.05966,11.2516,12.2261,5.47264,502,362,387,415,415
1.36416,31.7377,9.11164,12.1407,13.3025,66.1324,91.6773,35.0035,65.9713,34.5675,13.5458,14.2692,5.65633,10.7978,9.75257,0.899647,504,362,387,419,415
1.46416,31.6397,11.6638,10.8411,13.3859,68.5631,100.336,36.7468,69.0497,34.218,13.1931,15.4452,6.20382,11.7124,10.8232,0.0990928,505,365,383,417,417
1.56413,32.5251,9.19603,8.63636,13.2847,84.3315,88.3139,37.629,68.6332,34.3708,13.0671,12.316,4.57188,11.9881,13.5051,2.69261,503,369,385,418,415
1.66415,32.5305,11.6346,11.3127,14.1052,84.7808,99.1106,36.8929,67.3263,33.3594,14.6094,12.2519,4.28766,10.679,9.78057,3.71992,502,383,386,414,413
1.76469,30.209,12.2488,9.92874,12.9965,78.775,70.6944,35.137,66.0801,35.4628,13.0771,12.3544,3.3974,12.4848,11.366,0.0991009,502,404,386,411,414
1.8642,30.7623,12.5321,11.0685,12.4366,67.6299,87.3007,37.8234,68.9013,33.9163,15.4989,12.4042,3.90692,11.9699,10.9057,2.79524,502,413,388,418,408
1.9643,31.631,12.3288,8.41263,11.2429,69.4348,88.6347,36.1798,66.9926,33.8416,13.7097,13.2942,3.21568,11.6943,8.23381,3.32123,502,419,386,416,407
2.06417,32.3068,10.1884,13.6953,14.447,45.1207,24.1998,6.27056,66.9968,98.4292,13.637,12.6391,4.35168,11.905,12.4141,8.26442,498,421,386,418,413
2.1642,31.9549,5.99489,8.24376,14.4306,36.4375,15.694,5.33779,67.4025,91.8692,11.077,12.531,8.16895,11.9722,10.8112,3.13584,497,427,387,414,411
2.2642,30.3022,10.3349,7.94791,12.7012,22.3132,7.48338,6.45483,15.2779,5.51346,12.901,13.2934,3.76882,11.7483,13.8645,4.30934,498,422,386,416,416
2.36422,32.3448,7.65882,8.77971,11.6125,15.7838,6.22093,5.66556,12.5045,5.42702,12.8997,12.6023,3.38085,11.1612,11.1529,4.75933,498,424,387,414,416
2.46417,33.324,6.7649,8.28797,10.1638,15.4512,7.12,6.03506,13.16,6.08028,13.1405,12.6607,7.27678,12.8876,8.7825,4.38913,499,423,389,417,417
2.56417,33.3739,7.81586,7.46592,12.467,9.15801,6.84168,5.17905,13.5025,12.7866,11.2416,10.9231,8.33619,12.0602,13.1896,4.76394,499,429,389,412,414
2.66422,31.8783,7.44103,8.68876,9.8178,10.5462,7.35872,4.54019,9.59645,2.03481,11.9459,12.8862,3.16027,10.9325,11.1719,2.24744,497,426,389,418,416
2.76422,32.408,7.29035,7.52519,12.2774,14.0871,9.17175,7.01816,10.8405,3.22016,12.1086,12.9033,4.83726,11.1403,11.0327,5.69349,498,429,388,416,412
2.86423,32.738,6.81126,3.92217,12.2114,8.47541,9.05264,5.95977,10.9309,2.19532,11.3386,13.0357,3.14353,12.8658,12.0016,4.09359,499,424,387,415,418
2.96423,29.6093,6.91633,8.07704,9.2875,13.7809,8.60805,6.70973,13.6414,6.60424,12.2026,13.75,3.28192,10.2634,10.9717,3.27383,499,414,389,416,410
3.06424,32.937,8.90778,10.0251,10.3167,14.3719,6.72733,6.82005,11.7837,4.88816,13.8666,10.6064,7.00981,10.1977,9.44983,2.72253,498,394,390,410,411
3.16425,30.7896,8.16871,10.8251,10.8949,12.6669,5.08764,5.89411,10.2444,1.27252,13.9214,10.5015,7.36498,10.8556,11.0112,7.87681,500,384,384,413,413
3.26424,31.6908,5.56803,5.78838,10.5328,14.4317,6.72466,7.23638,15.3942,10.3221,13.1449,12.0818,4.19295,10.7026,10.7161,5.99292,500,382,383,411,408
3.36433,28.1738,8.35433,9.28701,12.5633,34.9301,22.8412,6.20206,53.3793,71.3833,12.5551,12.1046,3.59543,10.8603,13.7322,2.71284,500,382,385,411,412
3.46421,30.0577,10.1141,10.4278,10.1503,53.1961,29.6954,31.0616,60.3633,148.791,14.8924,12.0674,6.89311,10.7148,11.4556,2.69699,501,380,383,408,411
3.56427,29.519,8.70593,10.9335,10.8183,58.9185,31.2268,35.8179,66.1276,33.4516,13.9397,15.3948,5.28019,9.69459,15.7958,7.6784,500,378,383,412,412
3.66428,31.138,8.99785,10.2788,8.04677,55.2269,55.9398,39.5339,71.2387,36.9045,13.6823,12.0575,2.78229,10.7786,10.9908,3.69515,500,377,384,410,409
3.76427,31.0806,8.48481,8.13161,8.39743,60.4228,54.0281,37.7501,72.011,35.7789,15.1204,15.0539,5.96295,10.2388,10.9347,5.4934,500,377,385,412,413
3.86435,29.4626,9.41949,7.58072,7.94212,63.5034,54.7964,41.338,74.532,153.455,14.8855,10.5828,4.39988,8.52229,9.24092,2.90096,499,378,386,409,411
3.96424,30.4024,9.15949,11.1953,6.44784,67.8643,57.3296,40.594,72.6306,151.721,15.7131,12.8423,4.37248,11.5625,13.8517,2.18588,497,380,387,412,413
4.06427,30.3675,9.1535,11.2021,6.621,68.9687,65.0784,41.5308,73.4772,152.146,16.6957,10.8306,7.88266,10.9209,7.57753,9.38648,499,378,382,407,412
4.16429,30.5802,9.23109,9.27331,9.07954,63.3552,59.4278,39.6346,72.9497,36.7886,14.496,13.4946,5.31082,10.5626,7.51882,6.74231,496,380,384,411,413
4.26431,30.7405,8.02841,11.015,10.0689,58.5513,64.6495,40.2877,74.7956,37.2644,14.5196,12.1735,4.69275,12.5664,14.594,6.05797,498,387,382,411,412
4.36437,33.1808,6.67285,11.2479,12.2868,58.1746,70.2008,39.565,72.5235,34.5221,15.353,15.4747,6.52875,11.6747,12.6098,6.06964,499,403,389,410,411
4.46427,31.1542,8.17823,11.3784,10.3609,61.4253,72.4614,40.3245,73.2927,38.3444,15.4803,14.0031,2.37879,10.7295,12.5924,4.96832,496,413,385,413,0
4.56429,31.2265,7.5314,7.45421,9.26551,57.7884,60.8691,38.7155,72.7994,36.8318,15.6472,14.9594,7.58731,9.46505,10.0157,2.76731,496,422,386,419,413
4.66432,28.0249,9.43917,7.45188,9.10462,53.2758,30.6671,30.8643,57.8468,144.803,13.8934,11.846,9.18739,9.46481,11.003,2.54362,494,431,388,0,0
4.76431,27.206,7.28081,13.339,13.3057,34.4952,19.6275,3.95964,52.7981,64.3616,12.0742,12.5653,5.69958,8.17785,10.02,3.45852,494,433,389,414,412
4.8643,27.214,6.73426,7.23843,11.9982,22.8965,13.0898,7.59511,31.6175,35.9969,12.2525,13.2516,3.07257,8.85388,14.6224,4.89008,497,438,0,0,0
4.96429,28.3412,5.9532,8.66377,10.0836,11.1162,6.24383,7.06017,15.4474,108.711,13.1156,12.2176,3.24347,10.8539,13.2731,6.03935,495,436,389,414,412
