time[s],Wrist_X,Wrist_Y,Wrist_D,MCP_X,MCP_Y,MCP_D,PIP_X,PIP_Y,PIP_D,DIP_X,DIP_Y,DIP_D,TIP_X,TIP_Y,TIP_D,MCP_RX,MCP_RY,MCP_RZ,PIP_RX,PIP_RY,PIP_RZ,DIP_RX,DIP_RY,DIP_RZ,TIP_RX,TIP_RY,TIP_RZ
0.05039135698461905,410,374,335,400,235,316,398,174,307,393,133,298,386,97,294,-6.79692268371582,-109.88463830947876,-19.0,-7.7167205810546875,-154.06289672851562,-28.0,-10.664827346801758,-181.5560531616211,-37.0,-15.227434158325195,-205.57106018066406,-41.0
0.11010118300328031,411,376,333,400,240,315,397,180,306,393,139,299,387,103,293,-7.595931053161621,-107.08884191513062,-18.0,-9.234383583068848,-150.5058937072754,-27.0,-11.598540306091309,-178.50418853759766,-34.0,-15.30069637298584,-202.01642608642578,-40.0
0.17026969298603944,411,379,333,400,242,314,397,181,306,393,140,297,386,104,293,-7.536852836608887,-107.96743774414062,-19.0,-9.234383583068848,-152.14413452148438,-27.0,-11.44728946685791,-179.68930053710938,-36.0,-15.993346214294434,-203.68539428710938,-40.0
0.23082512800465338,412,378,332,399,242,315,397,181,306,393,141,298,386,105,293,-9.1585111618042,-106.84615111351013,-17.0,-10.0523042678833,-151.02913665771484,-26.0,-12.340834617614746,-178.10467529296875,-34.0,-16.811266899108887,-201.87774658203125,-39.0
0.28967538799042813,412,378,333,399,241,315,396,181,307,392,141,298,385,105,294,-9.127801895141602,-107.91859972476959,-18.0,-10.813512802124023,-151.4948387145996,-26.0,-13.014596939086914,-178.43246459960938,-35.0,-17.567745208740234,-202.52310943603516,-39.0
0.34891963700647466,412,377,334,399,241,316,397,180,308,393,140,299,386,104,294,-9.158534049987793,-107.45289051532745,-18.0,-10.123225212097168,-151.89908599853516,-26.0,-12.355042457580566,-178.9099884033203,-35.0,-16.84202289581299,-202.75634765625,-40.0
0.40719633299158886,413,375,334,402,239,316,399,178,307,394,137,299,386,101,295,-7.707038879394531,-107.36778983473778,-18.0,-9.395135879516602,-151.63115310668945,-27.0,-12.437780380249023,-179.45134735107422,-35.0,-17.723770141601562,-203.5892791748047,-39.0
0.46737254699110053,414,376,334,402,238,316,399,177,307,394,136,298,386,100,295,-8.496614456176758,-108.90438687801361,-18.0,-10.184711456298828,-153.1464729309082,-27.0,-13.154094696044922,-180.70346069335938,-36.0,-18.51334571838379,-205.07624053955078,-39.0
0.5271669759822544,415,375,334,403,237,316,400,175,307,395,135,299,388,98,296,-8.539165496826172,-108.86183643341064,-18.0,-10.248538970947266,-153.8083953857422,-27.0,-13.310096740722656,-180.8650131225586,-35.0,-17.995607376098633,-206.0155487060547,-38.0
0.5861628369893879,415,374,333,404,237,316,401,175,307,396,134,299,389,98,295,-7.815760135650635,-107.75391864776611,-17.0,-9.546410083770752,-152.70047760009766,-26.0,-12.626879215240479,-180.46393585205078,-34.0,-17.234402179718018,-204.57350158691406,-38.0
0.6466734760033432,414,374,333,404,235,316,402,174,307,398,133,299,390,98,294,-7.0285491943359375,-109.24796533584595,-17.0,-8.033451080322266,-153.4262237548828,-26.0,-10.425996780395508,-181.17076873779297,-34.0,-15.667091369628906,-204.2393798828125,-39.0
0.7064916800009087,414,373,334,405,234,316,403,173,307,399,133,299,392,97,294,-6.2555437088012695,-109.52375173568726,-18.0,-7.281721115112305,-153.68073272705078,-27.0,-9.693180084228516,-180.69953155517578,-35.0,-14.251079559326172,-204.46315002441406,-40.0
